"","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","specialTeamsPlayType","specialTeamsResult","kickerId","returnerId","kickBlockerId","yardlineSide","yardlineNumber","gameClock","penaltyCodes","penaltyJerseyNumbers","penaltyYards","preSnapHomeScore","preSnapVisitorScore","passResult","kickLength","kickReturnYardage","playResult","absoluteYardlineNumber","distance","result","seconds","season","week","gameDate","gameTimeEastern","homeTeamAbbr","visitorTeamAbbr","score_diff","height","weight","birthDate","collegeName","Position","displayName"
"34",2018090910,2777,"(2:44) B.Maher 47 yard field goal is No Good, Wide Right, Center-L.Ladouceur, Holder-C.Jones.",3,4,10,"DAL","Field Goal","Kick Attempt No Good","40775",NA,NA,"CAR",29,2M 44S,NA,NA,NA,10,0,NA,47,NA,-8,39,47,"0",1064,2018,1,"09/09/2018","16:25:00","CAR","DAL",-10,"6-1",185,"1989-11-21","Nebraska","K","Brett Maher"
"35",2018090912,836,"(15:00) C.Parkey 26 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",2,4,8,"CHI","Field Goal","Kick Attempt Good","41688",NA,NA,"GB",8,15M 0S,NA,NA,NA,0,7,NA,26,NA,0,102,26,"1",2700,2018,1,"09/09/2018","20:20:00","GB","CHI",7,"6-0",190,"1992-02-19","Auburn","K","Cody Parkey"
"36",2018090912,2143,"(9:18) C.Parkey 33 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",3,4,9,"CHI","Field Goal","Kick Attempt Good","41688",NA,NA,"GB",15,9M 18S,NA,NA,NA,0,17,NA,33,NA,0,95,33,"1",1458,2018,1,"09/09/2018","20:20:00","GB","CHI",17,"6-0",190,"1992-02-19","Auburn","K","Cody Parkey"
"37",2018090912,3486,"(2:42) C.Parkey 32 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",4,4,2,"CHI","Field Goal","Kick Attempt Good","41688",NA,NA,"GB",14,2M 42S,NA,NA,NA,17,20,NA,32,NA,0,24,32,"1",162,2018,1,"09/09/2018","20:20:00","GB","CHI",3,"6-0",190,"1992-02-19","Auburn","K","Cody Parkey"
"38",2018091000,946,"(15:00) J.Myers 35 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",2,4,6,"NYJ","Field Goal","Kick Attempt Good","41175",NA,NA,"DET",17,15M 0S,NA,NA,NA,7,7,NA,35,NA,0,93,35,"1",2700,2018,1,"09/10/2018","19:10:00","DET","NYJ",0,"5-10",190,"1991-05-12","Marist","K","Jason Myers"
"39",2018091000,1234,"(9:28) M.Prater 55 yard field goal is No Good, Short, Center-D.Muhlbach, Holder-S.Martin.",2,4,14,"DET","Field Goal","Kick Attempt No Good","31446",NA,NA,"NYJ",37,9M 28S,NA,NA,NA,7,10,NA,55,NA,-8,47,55,"0",2368,2018,1,"09/10/2018","19:10:00","DET","NYJ",-3,"5-10",201,"1984-08-10","Central Florida","K","Matt Prater"
"40",2018091000,2009,"(:15) M.Prater 21 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,4,3,"DET","Field Goal","Kick Attempt Good","31446",NA,NA,"NYJ",3,15S,NA,NA,NA,7,17,NA,21,NA,0,13,21,"1",1815,2018,1,"09/10/2018","19:10:00","DET","NYJ",-10,"5-10",201,"1984-08-10","Central Florida","K","Matt Prater"
"41",2018091000,2825,"(5:19) J.Myers 32 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",3,4,6,"NYJ","Field Goal","Kick Attempt Good","41175",NA,NA,"DET",14,5M 19S,NA,NA,NA,17,38,NA,32,NA,0,24,32,"1",1219,2018,1,"09/10/2018","19:10:00","DET","NYJ",21,"5-10",190,"1991-05-12","Marist","K","Jason Myers"
"42",2018091000,3038,"(1:51) M.Prater 44 yard field goal is No Good, Wide Right, Center-D.Muhlbach, Holder-S.Martin.",3,4,7,"DET","Field Goal","Kick Attempt No Good","31446",NA,NA,"NYJ",26,1M 51S,NA,NA,NA,17,41,NA,44,NA,-8,84,44,"0",1011,2018,1,"09/10/2018","19:10:00","DET","NYJ",-24,"5-10",201,"1984-08-10","Central Florida","K","Matt Prater"
"43",2018091001,1110,"(12:33) M.Nugent 24 yard field goal is GOOD, Center-L.Smith, Holder-J.Townsend.",2,4,6,"OAK","Field Goal","Kick Attempt Good","29874",NA,NA,"LA",6,12M 33S,NA,NA,NA,7,7,NA,24,NA,0,16,24,"1",2553,2018,1,"09/10/2018","22:20:00","OAK","LA",0,"5-10",190,"1982-03-02","Ohio State","K","Mike Nugent"
"44",2018091001,1331,"(9:30) G.Zuerlein 46 yard field goal is No Good, Wide Right, Center-J.McQuaide, Holder-J.Hekker.",2,4,16,"LA","Field Goal","Kick Attempt No Good","38701",NA,NA,"OAK",28,9M 30S,NA,NA,NA,10,7,NA,46,NA,-8,82,46,"0",2370,2018,1,"09/10/2018","22:20:00","OAK","LA",-3,"6-0",191,"1987-12-27","Missouri Western","K","Greg Zuerlein"
"45",2018091001,1746,"(2:43) G.Zuerlein 20 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",2,4,2,"LA","Field Goal","Kick Attempt Good","38701",NA,NA,"OAK",2,2M 43S,NA,NA,NA,10,7,NA,20,NA,0,108,20,"1",1963,2018,1,"09/10/2018","22:20:00","OAK","LA",-3,"6-0",191,"1987-12-27","Missouri Western","K","Greg Zuerlein"
"46",2018091001,2144,"(:15) M.Nugent 48 yard field goal is GOOD, Center-L.Smith, Holder-J.Townsend.",2,4,1,"OAK","Field Goal","Kick Attempt Good","29874",NA,NA,"LA",30,15S,NA,NA,NA,10,10,NA,48,NA,0,40,48,"1",1815,2018,1,"09/10/2018","22:20:00","OAK","LA",0,"5-10",190,"1982-03-02","Ohio State","K","Mike Nugent"
"47",2018091001,2438,"(9:07) G.Zuerlein 28 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",3,4,8,"LA","Field Goal","Kick Attempt Good","38701",NA,NA,"OAK",10,9M 7S,NA,NA,NA,13,10,NA,28,NA,0,20,28,"1",1447,2018,1,"09/10/2018","22:20:00","OAK","LA",-3,"6-0",191,"1987-12-27","Missouri Western","K","Greg Zuerlein"
"48",2018091001,3870,"(3:18) G.Zuerlein 20 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",4,4,2,"LA","Field Goal","Kick Attempt Good","38701",NA,NA,"OAK",2,3M 18S,NA,NA,NA,13,23,NA,20,NA,0,108,20,"1",198,2018,1,"09/10/2018","22:20:00","OAK","LA",10,"6-0",191,"1987-12-27","Missouri Western","K","Greg Zuerlein"
"49",2018091300,3081,"(12:35) J.Tucker 55 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",3,4,7,"BAL","Field Goal","Kick Attempt Good","39470",NA,NA,"CIN",37,12M 35S,NA,NA,NA,28,14,NA,55,NA,0,73,55,"1",1655,2018,2,"09/13/2018","20:20:00","CIN","BAL",-14,"6-1",183,"1989-11-21","Texas","K","Justin Tucker"
"50",2018091300,4460,"(3:03) R.Bullock 28 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",4,4,4,"CIN","Field Goal","Kick Attempt Good","38691",NA,NA,"BAL",10,3M 3S,NA,NA,NA,28,23,NA,28,NA,0,100,28,"1",183,2018,2,"09/13/2018","20:20:00","CIN","BAL",5,"5-9",210,"1989-12-16","Texas A&amp;M","K","Randy Bullock"
"51",2018091300,4707,"(2:29) R.Bullock 40 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",4,4,3,"CIN","Field Goal","Kick Attempt Good","38691",NA,NA,"BAL",22,2M 29S,NA,NA,NA,31,23,NA,40,NA,0,88,40,"1",149,2018,2,"09/13/2018","20:20:00","CIN","BAL",8,"5-9",210,"1989-12-16","Texas A&amp;M","K","Randy Bullock"
"52",2018091600,460,"(5:46) M.Bryant 44 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",1,4,5,"ATL","Field Goal","Kick Attempt Good","27091",NA,NA,"CAR",26,5M 46S,NA,NA,NA,0,3,NA,44,NA,0,84,44,"1",3046,2018,2,"09/16/2018","13:00:00","ATL","CAR",-3,"5-9",203,"05/29/1975","Baylor","K","Matt Bryant"
"53",2018091601,1993,"(:52) S.Hauschka 41 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",2,4,15,"BUF","Field Goal","Kick Attempt Good","33469",NA,NA,"LAC",23,52S,NA,NA,NA,3,28,NA,41,NA,0,33,41,"1",1852,2018,2,"09/16/2018","13:00:00","BUF","LAC",-25,"76",210,"1985-06-29","North Carolina State","K","Stephen Hauschka"
"54",2018091601,3804,"(3:52) C.Sturgis 24 yard field goal is GOOD, Center-M.Windt, Holder-D.Kaser.",4,4,5,"LAC","Field Goal","Kick Attempt Good","40114",NA,NA,"BUF",5,3M 52S,NA,NA,NA,13,28,NA,24,NA,0,15,24,"1",232,2018,2,"09/16/2018","13:00:00","BUF","LAC",15,"5-9",192,"08/09/1989","Florida","K","Caleb Sturgis"
"55",2018091602,1704,"(1:42) D.Carlson 48 yard field goal is No Good, Wide Right, Center-K.McDermott, Holder-M.Wile.",2,4,5,"MIN","Field Goal","Kick Attempt No Good","46236",NA,NA,"GB",30,1M 42S,NA,NA,NA,14,7,NA,48,NA,-8,40,48,"0",1902,2018,2,"09/16/2018","13:00:00","GB","MIN",-7,"6-5",215,"1995-01-23","Auburn","K","Daniel Carlson"
"56",2018091602,1861,"(:02) M.Crosby 37 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,1,10,"GB","Field Goal","Kick Attempt Good","32386",NA,NA,"MIN",19,2S,NA,NA,NA,14,7,NA,37,NA,0,91,37,"1",1802,2018,2,"09/16/2018","13:00:00","GB","MIN",7,"6-1",207,"1984-09-03","Colorado","K","Mason Crosby"
"57",2018091602,2311,"(6:36) M.Crosby 40 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",3,4,14,"GB","Field Goal","Kick Attempt Good","32386",NA,NA,"MIN",22,6M 36S,NA,NA,NA,17,7,NA,40,NA,0,88,40,"1",1296,2018,2,"09/16/2018","13:00:00","GB","MIN",10,"6-1",207,"1984-09-03","Colorado","K","Mason Crosby"
"58",2018091602,3066,"(7:38) M.Crosby 31 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,4,3,"GB","Field Goal","Kick Attempt Good","32386",NA,NA,"MIN",13,7M 38S,NA,NA,NA,20,14,NA,31,NA,0,23,31,"1",458,2018,2,"09/16/2018","13:00:00","GB","MIN",6,"6-1",207,"1984-09-03","Colorado","K","Mason Crosby"
"59",2018091602,3483,"(2:17) M.Crosby 48 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,4,6,"GB","Field Goal","Kick Attempt Good","32386",NA,NA,"MIN",30,2M 17S,NA,NA,NA,23,21,NA,48,NA,0,40,48,"1",137,2018,2,"09/16/2018","13:00:00","GB","MIN",2,"6-1",207,"1984-09-03","Colorado","K","Mason Crosby"
"60",2018091602,3648,"(1:49) M.Crosby 36 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott. Penalty on MIN-J.Johnson, Illegal Formation, declined.",4,4,15,"GB","Field Goal","Kick Attempt Good","32386",NA,NA,"MIN",18,1M 49S,"ILF","MIN 94",0,26,21,NA,36,NA,0,28,36,"1",109,2018,2,"09/16/2018","13:00:00","GB","MIN",5,"6-1",207,"1984-09-03","Colorado","K","Mason Crosby"
"61",2018091602,4088,"(:03) M.Crosby 52 yard field goal is No Good, Wide Left, Center-H.Bradley, Holder-J.Scott.",4,2,7,"GB","Field Goal","Kick Attempt No Good","32386",NA,NA,"MIN",34,3S,NA,NA,NA,29,29,NA,52,NA,-8,44,52,"0",3,2018,2,"09/16/2018","13:00:00","GB","MIN",0,"6-1",207,"1984-09-03","Colorado","K","Mason Crosby"
"62",2018091602,4317,"(7:36) D.Carlson 49 yard field goal is No Good, Wide Right, Center-K.McDermott, Holder-M.Wile.",5,4,9,"MIN","Field Goal","Kick Attempt No Good","46236",NA,NA,"GB",31,7M 36S,NA,NA,NA,29,29,NA,49,NA,-8,41,49,"0",456,2018,2,"09/16/2018","13:00:00","GB","MIN",0,"6-5",215,"1995-01-23","Auburn","K","Daniel Carlson"
"63",2018091602,4709,"(:04) D.Carlson 35 yard field goal is No Good, Wide Right, Center-K.McDermott, Holder-M.Wile.",5,1,10,"MIN","Field Goal","Kick Attempt No Good","46236",NA,NA,"GB",17,4S,NA,NA,NA,29,29,NA,35,NA,-8,27,35,"0",4,2018,2,"09/16/2018","13:00:00","GB","MIN",0,"6-5",215,"1995-01-23","Auburn","K","Daniel Carlson"
"64",2018091603,755,"(2:52) W.Lutz 31 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",1,4,12,"NO","Field Goal","Kick Attempt Good","43689",NA,NA,"CLE",12,2M 52S,NA,NA,NA,0,3,NA,31,NA,0,98,31,"1",2872,2018,2,"09/16/2018","13:00:00","NO","CLE",-3,"5-11",184,"1994-07-07","Georgia State","K","Wil Lutz"
"65",2018091603,1787,"(2:00) Z.Gonzalez 39 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,4,10,"CLE","Field Goal","Kick Attempt Good","45037",NA,NA,"NO",21,2M 0S,NA,NA,NA,3,3,NA,39,NA,0,89,39,"1",1920,2018,2,"09/16/2018","13:00:00","NO","CLE",0,"6-0",202,"1995-05-07","Arizona State","K","Zane Gonzalez"
